adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,"[35, 37]",it,Il mio nome è Nessuno,"Jack Beauregard, an aging gunman of the Old West, only wants to retire in peace and move to Europe, but a young gunfighter known as ""Nobody"" who idolizes Beauregard wants him to go out in a blaze of glory. So, he arranges for Jack to face the 150-man gang known as The Wild Bunch and earn his place in history.",2.5662,1973-12-13,7.27,990,"['Comedy', 'Western']"
False,"[35, 80]",en,The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,1.1567,1955-12-08,7.27,500,"['Comedy', 'Crime']"
False,"[18, 53]",fr,La Cérémonie,"Sophie, a quiet and shy maid working for an upper-class French family, finds a friend in the energetic and uncompromising postmaster Jeanne, who encourages her to stand up against her bourgeois employers.",1.4278,1995-08-30,7.3,363,"['Drama', 'Thriller']"
False,"[18, 10752]",en,Megan Leavey,"The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",2.3749,2017-06-09,7.3,797,"['Drama', 'War']"
False,"[80, 18]",en,Green Street Hooligans,"After being wrongfully expelled from Harvard University, American Matt Buckner flees to his sister's home in England. Once there, he is befriended by her charming and dangerous brother-in-law, Pete Dunham, and introduced to the underworld of British football hooliganism. Matt learns to stand his ground through a friendship that develops against the backdrop of this secret and often violent world. 'Green Street Hooligans' is a story of loyalty, trust and the sometimes brutal consequences of living close to the edge.",3.6002,2005-09-09,7.269,2436,"['Crime', 'Drama']"
False,"[35, 18]",it,La prima cosa bella,"The film tells the story of the Michelucci family, from the nineteen-seventies to the present day: the central character is the stunningly beautiful Anna, the lively, frivolous and sometimes embarrassing mother of Bruno and Valeria. Everything begins in the Summer of 1971, at the annual Summer beauty pageant held at Livorno’s most popular bathing establishment. Anna is unexpectedly crowned “Most Beautiful Mother”, unwittingly stirring the violent jealousy of her husband. From then on, chaos strikes the family and for Anna, Bruno and his sister Valeria, it is the start of an adventure that will only end thirty years later.",0.9432,2010-01-15,7.268,510,"['Comedy', 'Drama']"
False,"[28, 12, 16, 18]",ja,劇場版 鋼の錬金術師 シャンバラを征く者,"Munich, Germany, 1923. Two years have passed since Edward Elric was dragged from his own world to ours, leaving behind his country, his friends and his younger brother, Alphonse. Stripped of his alchemical powers, he has been all this time researching rocketry together with Alphonse Heiderich, a young man who resembles his own brother, hoping to one day find a way back home. His efforts so far had proven fruitless, but after lending a hand to a troubled gipsy girl, Edward is thrown in a series of events that can wreak havoc in both worlds. Meanwhile, at his own world, Alphonse Elric ventures deeper into the mysteries of alchemy in search for a way to reunite with his older brother.",2.6752,2005-07-21,7.268,362,"['Action', 'Adventure', 'Animation', 'Drama']"
False,"[18, 10749]",fr,La Pianiste,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",3.7154,2001-09-05,7.3,1161,"['Drama', 'Romance']"
False,"[9648, 53, 27]",it,La casa dalle finestre che ridono,"A young restorer is commissioned to save a fresco representing the suffering of St. Sebastiano, which was painted on the wall of a local church by a mysterious, long-dead artist.",0.6684,1976-08-20,7.267,367,"['Mystery', 'Thriller', 'Horror']"
False,"[35, 18, 10749]",en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",6.4425,2011-07-29,7.267,8815,"['Comedy', 'Drama', 'Romance']"
False,"[35, 18]",cs,Sedmikrásky,Two teenage girls embark on a series of destructive pranks in which they consume and destroy the world around them.,1.6078,1966-12-30,7.3,392,"['Comedy', 'Drama']"
False,"[10751, 16, 878, 35]",en,Phineas and Ferb the Movie: Candace Against the Universe,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",3.0784,2020-08-27,7.266,381,"['Family', 'Animation', 'Science Fiction', 'Comedy']"
False,"[18, 10402]",en,La Bamba,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958, thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises, Valens has conflicts with his jealous brother, Bob, and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",3.3727,1987-07-24,7.266,736,"['Drama', 'Music']"
False,"[12, 16, 10751]",en,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",9.6109,2003-10-23,7.266,5542,"['Adventure', 'Animation', 'Family']"
False,[53],en,Fracture,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",5.964,2007-04-19,7.266,4042,['Thriller']
False,"[35, 18]",en,Deconstructing Harry,"Writer Harry Block draws inspiration from people he knows, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",3.5425,1997-12-12,7.266,988,"['Comedy', 'Drama']"
False,"[28, 12, 18]",en,Karate Kid: Legends,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",565.3801,2025-05-08,7.265,432,"['Action', 'Adventure', 'Drama']"
False,"[14, 35, 10749, 10770]",en,Z-O-M-B-I-E-S,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",15.5101,2018-02-16,7.265,707,"['Fantasy', 'Comedy', 'Romance', 'TV Movie']"
False,"[35, 10751, 12, 10770]",en,Adventures in Babysitting,"Two teen rival babysitters, Jenny and Lola, team up to hunt down one of their kids who accidentally ran away into the big city without any supervision.",2.5836,2016-06-24,7.265,427,"['Comedy', 'Family', 'Adventure', 'TV Movie']"
False,"[35, 9648]",en,Manhattan Murder Mystery,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,1.1529,1993-05-02,7.265,1115,"['Comedy', 'Mystery']"
False,"[27, 878, 9648]",en,Videodrome,"As the president of a trashy TV channel, Max Renn is desperate for new programming to attract viewers. When he happens upon ""Videodrome,"" a TV show dedicated to gratuitous torture and punishment, Max sees a potential hit and broadcasts the show on his channel. However, after his girlfriend auditions for the show and never returns, Max investigates the truth behind Videodrome and discovers that the graphic violence may not be as fake as he thought.",2.6681,1983-02-04,7.265,2299,"['Horror', 'Science Fiction', 'Mystery']"
False,"[27, 14, 9648]",de,Vampyr - Der Traum des Allan Grey,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.,0.7276,1932-05-06,7.3,555,"['Horror', 'Fantasy', 'Mystery']"
False,"[10749, 35]",en,Notting Hill,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,8.0547,1999-05-21,7.265,6353,"['Romance', 'Comedy']"
False,"[80, 18, 53, 36]",en,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,1.854,2017-07-28,7.264,1670,"['Crime', 'Drama', 'Thriller', 'History']"
False,"[35, 80]",en,The Naked Gun: From the Files of Police Squad!,"When the bumbling Lieutenant Frank Drebin investigates events following the shooting of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",10.2843,1988-12-02,7.3,3941,"['Comedy', 'Crime']"
False,"[18, 14, 36]",ru,Русский ковчег,"A ghost and a French marquis wander through the Winter Palace in St Petersburg, encountering scenes from many different periods of its history.",1.5503,2002-05-22,7.3,478,"['Drama', 'Fantasy', 'History']"
False,"[35, 18]",en,Everything Is Illuminated,"A young Jewish American man endeavors—with the help of eccentric, distant relatives—to find the woman who saved his grandfather during World War II—in a Ukrainian village which was ultimately razed by the Nazis.",0.7598,2005-09-05,7.263,776,"['Comedy', 'Drama']"
False,"[18, 10749, 10752]",en,Suite Française,"France, 1940. In the first days of occupation, beautiful Lucile Angellier is trapped in a stifled existence with her controlling mother-in-law as they both await news of her husband: a prisoner of war. Parisian refugees start to pour into their small town, soon followed by a regiment of German soldiers who take up residence in the villagers' own homes. Lucile initially tries to ignore Bruno von Falk, the handsome and refined German officer staying with them. But soon, a powerful love draws them together and leads them into the tragedy of war.",1.6207,2015-03-12,7.3,1115,"['Drama', 'Romance', 'War']"
False,"[18, 35, 10749]",fr,Le Nom des gens,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving.",0.7106,2010-11-24,7.3,317,"['Drama', 'Comedy', 'Romance']"
False,[35],en,Eddie Murphy Raw,"Eddie Murphy delights, shocks and entertains with dead-on celebrity impersonations, observations on '80s love, sex and marriage, a remembrance of Mom's hamburgers and much more.",0.8571,1987-11-25,7.262,344,['Comedy']
False,"[16, 10751]",en,Barbie as the Island Princess,"Shipwrecked as a child, Rosella (Barbie) grows up on the island under the watchful eyes of her loving animal friends. The arrival of Prince Antonio leads Rosella and her furry pals to explore civilization and ultimately save the kingdom by uncovering a secret plot.",3.0896,2007-09-17,7.262,750,"['Animation', 'Family']"
False,"[878, 18]",en,Bicentennial Man,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",4.6937,1999-12-17,7.262,3707,"['Science Fiction', 'Drama']"
False,[35],fr,Play,"In 1993, Max was 13 when he was offered his first camera. For 25 years he will not stop filming. The bunch of friends, the loves, the successes, the failures. From the 90s to the 2010s, it is the portrait of a whole generation that is emerging through its objective.",0.5179,2019-09-04,7.261,355,['Comedy']
False,"[12, 14, 28]",en,Pirates of the Caribbean: At World's End,"Will Turner and Elizabeth Swann join forces with the revived Captain Barbossa to free Jack Sparrow from Davy Jones' locker. The group must navigate dangerous waters, confront many foes and, ultimately, choose sides in a battle wherein piracy itself hangs in the balance.",17.5826,2007-05-19,7.261,14782,"['Adventure', 'Fantasy', 'Action']"
False,"[37, 28, 18]",en,Old Henry,"A widowed farmer and his son warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question.",2.7425,2021-10-01,7.26,605,"['Western', 'Action', 'Drama']"
False,"[16, 10751]",en,Lava,"Inspired by the isolated beauty of tropical islands and the explosive allure of ocean volcanoes, Lava is a musical love story that takes place over millions of years.",0.9564,2014-10-10,7.3,1093,"['Animation', 'Family']"
False,"[35, 27]",en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",7.8005,2009-10-02,7.26,12580,"['Comedy', 'Horror']"
False,"[28, 35, 14]",en,Violent Night,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",3.5429,2022-11-30,7.258,2311,"['Action', 'Comedy', 'Fantasy']"
False,"[12, 28, 878]",en,Star Wars: The Force Awakens,"Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.",10.1882,2015-12-15,7.259,19840,"['Adventure', 'Action', 'Science Fiction']"
False,"[27, 35, 28]",es,El día de la bestia,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible, a death metal salesman from Carabanchel, and the Italian host of a TV show on the occult. These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.",1.3759,1995-10-20,7.3,559,"['Horror', 'Comedy', 'Action']"
False,"[35, 878]",en,Team Thor,Discover what Thor was up to during the events of Captain America: Civil War.,0.8035,2016-08-28,7.258,550,"['Comedy', 'Science Fiction']"
False,"[10749, 18]",en,The Painted Veil,"A British medical doctor fights a cholera outbreak in a small Chinese village, while also being trapped at home in a loveless marriage to an unfaithful wife.",3.4643,2006-12-09,7.258,1201,"['Romance', 'Drama']"
False,"[18, 9648, 53]",en,Missing,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.,1.1451,1982-02-12,7.257,403,"['Drama', 'Mystery', 'Thriller']"
False,"[16, 35, 10751, 10402]",en,One Man Band,"With one coin to make a wish at the piazza fountain, a peasant girl encounters two competing street performers who'd prefer the coin find its way into their tip jars. The little girl, Tippy, is caught in the middle as a musical duel ensues between the one-man-bands.",0.7645,2005-06-21,7.257,577,"['Animation', 'Comedy', 'Family', 'Music']"
False,"[16, 35, 10751, 10402]",en,One Man Band,"With one coin to make a wish at the piazza fountain, a peasant girl encounters two competing street performers who'd prefer the coin find its way into their tip jars. The little girl, Tippy, is caught in the middle as a musical duel ensues between the one-man-bands.",0.7645,2005-06-21,7.257,577,"['Animation', 'Comedy', 'Family', 'Music']"
False,"[18, 80, 53]",en,Cape Fear,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",4.4926,1991-11-13,7.257,3563,"['Drama', 'Crime', 'Thriller']"
False,"[18, 35]",en,Lady Bird,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",4.6522,2017-09-01,7.256,8724,"['Drama', 'Comedy']"
False,"[18, 53, 10752]",en,The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",3.7702,2008-10-10,7.256,5794,"['Drama', 'Thriller', 'War']"
False,"[18, 9648, 53]",it,Professione: reporter,"David Locke is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman, Locke attempts to avoid both the police and criminals out to get him.",1.1844,1975-02-28,7.3,512,"['Drama', 'Mystery', 'Thriller']"
False,[35],en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,9.1326,2007-08-17,7.3,7582,['Comedy']
False,"[14, 35, 18]",en,Pleasantville,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",2.3868,1998-09-17,7.256,1742,"['Fantasy', 'Comedy', 'Drama']"
False,"[53, 18, 9648, 878, 27]",en,Caddo Lake,"When an 8-year-old girl mysteriously vanishes on Caddo Lake, a series of past deaths and disappearances begin to link together, forever altering a broken family’s history.",6.5257,2024-11-28,7.253,304,"['Thriller', 'Drama', 'Mystery', 'Science Fiction', 'Horror']"
False,"[12, 9648, 80]",en,Enola Holmes,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",5.1909,2020-09-23,7.255,6223,"['Adventure', 'Mystery', 'Crime']"
False,[18],en,Marshall,"Thurgood Marshall, the first African-American Supreme Court Justice, battles through one of his career-defining cases.",1.4123,2017-10-13,7.3,633,['Drama']
False,"[18, 28, 53]",zh,精武門,"Chen Chen returns to his former school in Shanghai when he learns that his beloved instructor has been murdered. While investigating the man's death, Chen discovers that a rival Japanese school is operating a drug smuggling ring. To avenge his master’s death, Chen takes on both Chinese and Japanese assassins… and even a towering Russian.",5.0782,1972-03-22,7.3,997,"['Drama', 'Action', 'Thriller']"
False,"[878, 53]",en,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",3.082,2000-04-28,7.255,1858,"['Science Fiction', 'Thriller']"
False,"[35, 12]",en,Strays,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",3.2099,2023-08-17,7.254,911,"['Comedy', 'Adventure']"
False,"[18, 10752]",en,The Duellists,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",1.6582,1977-08-31,7.3,577,"['Drama', 'War']"
False,"[36, 18, 9648]",en,Quiz Show,"Herbert Stempel's transformation into an unexpected television personality unfolds as he secures victory on the cherished American game show, 'Twenty-One.' However, when the show introduces the highly skilled contestant Charles Van Doren to replace Stempel, it compels Stempel to let out his frustrations and call out the show as rigged. Lawyer Richard Goodwin steps in and attempts to uncover the orchestrated deception behind the scenes.",1.2912,1994-08-25,7.254,932,"['History', 'Drama', 'Mystery']"
False,[18],en,North Country,"A fictionalized account of the first major successful sexual harassment case in the United States — Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",1.948,2005-02-12,7.254,678,['Drama']
False,"[28, 53, 80]",en,The Boondock Saints,"Tired of the crime overrunning the streets of Boston, Irish Catholic twin brothers Conner and Murphy are inspired by their faith to cleanse their hometown of evil with their own brand of zealous vigilante justice. As they hunt down and kill one notorious gangster after another, they become controversial folk heroes in the community. But Paul Smecker, an eccentric FBI agent, is fast closing in on their blood-soaked trail.",3.0381,1999-01-22,7.254,2514,"['Action', 'Thriller', 'Crime']"
False,"[35, 18, 10402]",en,Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",1.8122,2021-03-03,7.252,820,"['Comedy', 'Drama', 'Music']"
False,"[12, 28, 14, 878, 36]",en,Marvel One-Shot: Agent Carter,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",2.0792,2013-10-04,7.252,812,"['Adventure', 'Action', 'Fantasy', 'Science Fiction', 'History']"
False,"[14, 27, 35]",en,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",3.6759,1992-10-31,7.3,3296,"['Fantasy', 'Horror', 'Comedy']"
False,"[27, 53]",es,Cuando acecha la maldad,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",5.0926,2023-10-05,7.3,1175,"['Horror', 'Thriller']"
False,"[10752, 18, 35, 10749]",it,In guerra per amore,"It's 1943 and World War II is raging in Europe. In New York, Arturo and Flora the daughter of a restaurant owner are in love, but she is promised in marriage to the son of a Mafia boss. There is a way around this, but to be able to marry Flora, Arturo needs to get permission from her father, who lives in a village in Sicily. Arturo doesn't have any money, so the only way he can get to Sicily is to enlist in the U.S. Army, which is preparing for a landing on the island.",0.3157,2016-10-27,7.3,512,"['War', 'Drama', 'Comedy', 'Romance']"
False,"[18, 10749]",en,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",3.229,1995-10-27,7.3,1515,"['Drama', 'Romance']"
False,"[18, 36]",en,Colonia,"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody ever escaped from.",1.8684,2015-06-24,7.251,1916,"['Drama', 'History']"
False,"[16, 10751, 12]",en,The Many Adventures of Winnie the Pooh,"Whether we’re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",2.7215,1977-03-11,7.251,1086,"['Animation', 'Family', 'Adventure']"
False,"[18, 10749]",en,Tyrannosaur,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",0.5665,2011-10-07,7.251,469,"['Drama', 'Romance']"
False,"[10751, 16]",en,Barbie: A Fashion Fairytale,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",2.8452,2010-09-14,7.251,770,"['Family', 'Animation']"
False,"[10751, 35, 16]",en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",11.982,2010-07-08,7.251,15473,"['Family', 'Comedy', 'Animation']"
False,"[12, 18, 36]",hi,लगान,"In 1890s India, an arrogant British commander challenges the harshly taxed residents of Champaner to a high-stakes cricket match.",1.8386,2001-06-15,7.251,592,"['Adventure', 'Drama', 'History']"
False,"[53, 18, 10749]",en,The Phantom of the Opera,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opera House.,4.1843,2004-12-08,7.251,1676,"['Thriller', 'Drama', 'Romance']"
False,[35],en,"Planes, Trains and Automobiles","An irritable marketing executive, Neal Page, is heading home to Chicago for Thanksgiving when a number of delays force him to travel with a well meaning but overbearing shower curtain ring salesman, Del Griffith.",3.2698,1987-11-26,7.25,2022,['Comedy']
False,"[28, 12, 53]",en,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",8.5757,2012-10-24,7.25,15508,"['Action', 'Adventure', 'Thriller']"
False,"[18, 35]",en,Naked,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,2.5503,1993-08-06,7.25,604,"['Drama', 'Comedy']"
False,"[10751, 16, 12, 35, 14]",en,Frozen II,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",10.2237,2019-11-20,7.249,9962,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']"
False,"[18, 36]",en,Race,"Based on the story of Jesse Owens, the athlete whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",2.2037,2016-02-19,7.2,1564,"['Drama', 'History']"
False,[18],en,Queen of Katwe,A young girl overcomes her disadvantaged upbringing in the slums of Uganda to become a Chess master.,1.3358,2016-09-23,7.249,441,['Drama']
False,[35],es,Un cuento chino,A comedy that chronicles a chance encounter between Robert and a Chinese named Jun who wanders lost through the city of Buenos Aires in search of his uncle after being assaulted by a taxi driver and his henchmen.,0.9169,2011-03-24,7.249,415,['Comedy']
False,[18],en,The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.,2.7462,2007-12-25,7.249,653,['Drama']
False,"[37, 35]",en,Blazing Saddles,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",3.5364,1974-02-07,7.25,1952,"['Western', 'Comedy']"
False,"[10751, 12, 16, 35, 14]",en,The Road to El Dorado,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",5.4874,2000-03-31,7.249,3861,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
False,"[27, 53]",en,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",8.268,2022-09-16,7.248,2234,"['Horror', 'Thriller']"
False,"[10749, 14]",en,Every Day,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",4.0318,2018-02-22,7.248,2253,"['Romance', 'Fantasy']"
False,"[16, 10751, 12, 14]",en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",18.2808,2013-11-20,7.248,16950,"['Animation', 'Family', 'Adventure', 'Fantasy']"
False,"[28, 16, 80, 53]",en,Batman: Year One,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,1.8619,2011-09-27,7.248,996,"['Action', 'Animation', 'Crime', 'Thriller']"
False,"[18, 36]",en,Hunger,"The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",1.5067,2008-05-15,7.248,1141,"['Drama', 'History']"
False,"[35, 18]",en,Man on the Moon,"The story of the life and career of eccentric avant-garde comedian, Andy Kaufman.",2.2259,1999-12-22,7.248,1850,"['Comedy', 'Drama']"
False,"[878, 12]",en,Forbidden Planet,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for twenty years. They find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",2.3526,1956-03-23,7.248,974,"['Science Fiction', 'Adventure']"
