adult,genre_ids,original_language,original_title,overview,popularity,release_date,vote_average,vote_count,genre_names
False,[35],en,The F**k-It List,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently — and maybe still can.",1.4207,2020-07-01,6.067,489,['Comedy']
False,"[80, 18, 9648, 53]",en,Jennifer Eight,"John Berlin, a big-city cop from LA moves to a small-town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, Berlin meets a young blind woman named Helena, whom he is attracted to. Meanwhile, a serial killer is on the loose—and only John knows it.",1.4464,1992-11-06,6.1,371,"['Crime', 'Drama', 'Mystery', 'Thriller']"
False,"[35, 10749]",fr,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",1.3588,1995-01-18,6.067,312,"['Comedy', 'Romance']"
False,"[28, 80]",en,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",4.3082,2013-01-23,6.066,3118,"['Action', 'Crime']"
False,[35],en,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",1.3562,1996-02-01,6.066,425,['Comedy']
False,"[16, 14, 28, 878]",en,Yu-Gi-Oh! The Movie,"After the conclusion of the Battle City Tournament, deep below the sands of Egypt, an ancient evil has awakened. Anubis, who was defeated centuries ago by Yugi’s mysterious alter ego – the ancient Pharaoh – has returned for revenge. Wielding the power of the Eighth Millennium Item, Anubis is determined to destroy Yugi and take over the world.",1.4709,2004-08-13,6.1,351,"['Animation', 'Fantasy', 'Action', 'Science Fiction']"
False,"[10751, 14, 35, 12]",en,Stuart Little,"When the Littles adopt Stuart, the mouse, George is initially unwelcoming to his new brother, and the family cat, Snowbell, is even less enthusiastic. Stuart resolves to face these difficulties with as much pluck and courage as he can muster.",4.8501,1999-12-17,6.066,4462,"['Family', 'Fantasy', 'Comedy', 'Adventure']"
False,"[28, 878, 53]",en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",5.657,2009-05-20,6.1,6662,"['Action', 'Science Fiction', 'Thriller']"
False,"[9648, 35, 18]",en,Amsterdam,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",4.3503,2022-09-27,6.065,1642,"['Mystery', 'Comedy', 'Drama']"
False,"[10749, 18]",en,Newness,"In contemporary Los Angeles, two millennials navigating a social media–driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",3.4433,2017-11-03,6.065,604,"['Romance', 'Drama']"
False,"[18, 53, 10749]",en,The Russia House,"Barley Scott Blair, a Lisbon-based editor of Russian literature who unexpectedly begins working for British intelligence, is commissioned to investigate the purposes of Dante, a dissident scientist trapped in the decaying Soviet Union that is crumbling under the new open-minded policies.",1.7659,1990-12-21,6.065,307,"['Drama', 'Thriller', 'Romance']"
False,[35],en,Ali G Indahouse,"Ali G unwittingly becomes a pawn in the evil Chancellor's plot to overthrow the Prime Minister of Great Britain. However, instead of bringing the Prime Minister down, Ali is embraced by the nation as the voice of youth and 'realness', making the Prime Minister and his government more popular than ever.",2.0449,2002-03-21,6.065,1406,['Comedy']
False,"[35, 14, 27, 878]",fr,Fumer fait tousser,"After a devastating battle against a diabolical turtle, a team of five avengers — known as the ""Tobacco Force"" — is sent on a mandatory retreat to strengthen their decaying group cohesion. Their sojourn goes wonderfully well until Lézardin, Emperor of Evil, decides to annihilate planet Earth.",0.7685,2022-11-30,6.064,370,"['Comedy', 'Fantasy', 'Horror', 'Science Fiction']"
False,[35],en,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",2.2866,2017-02-16,6.064,1259,['Comedy']
False,"[10752, 18, 36, 28]",en,The Monuments Men,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",3.0116,2014-01-24,6.064,3666,"['War', 'Drama', 'History', 'Action']"
False,"[28, 12, 27, 878]",en,Resident Evil: Afterlife,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",0.5622,2010-09-09,6.1,3972,"['Action', 'Adventure', 'Horror', 'Science Fiction']"
False,"[28, 12, 18, 36]",en,Ned Kelly,"After getting threatened by Kelly's friends and family, Constable Fitzpatrick places the blame on Ned Kelly and exaggerates what happened. With the biggest ever award available, Kelly and his gang set into the wild, to remain hidden from everyone who seeks them. Even if it means having his family arrested, the members of the Kelly Gang stay hidden and plan a way to get their names cleared.",1.1466,2003-03-22,6.1,370,"['Action', 'Adventure', 'Drama', 'History']"
False,"[28, 53]",en,Into the Storm,"As a new day begins in the town of Silverton, its residents have little reason to believe it will be anything other than ordinary. Mother Nature, however has other plans. In the span of just a few hours, an unprecedented onslaught of powerful tornadoes ravages Silverton. Storm trackers predict that the worst is still to come, as terrified residents seek shelter, and professional storm-chasers run toward the danger, hoping to study the phenomenon close up and get a once-in-a-lifetime shot.",2.9397,2014-08-06,6.062,2074,"['Action', 'Thriller']"
False,"[16, 10751]",en,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",6.0226,2004-04-02,6.062,2086,"['Animation', 'Family']"
False,"[18, 9648, 878, 53]",en,The Final Cut,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.",4.1276,2004-10-15,6.062,722,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']"
False,"[28, 53, 12]",en,Interceptor,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,3.1585,2022-05-26,6.1,774,"['Action', 'Thriller', 'Adventure']"
False,"[53, 18, 80]",es,El practicante,"Unable to face his new reality in a wheelchair, Ángel develops a deadly obsession with the woman who left him and unleashes a sinister revenge plot.",2.4174,2020-09-16,6.061,652,"['Thriller', 'Drama', 'Crime']"
False,[35],en,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",2.2866,2017-02-16,6.064,1259,['Comedy']
False,"[27, 14]",en,Wishmaster,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",2.7015,1997-09-19,6.061,640,"['Horror', 'Fantasy']"
False,"[35, 10751, 28]",en,The Pacifier,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,4.7669,2005-03-04,6.062,3095,"['Comedy', 'Family', 'Action']"
False,"[28, 53, 80]",en,The Sentinel,"Veteran Secret Service agent Pete Garrison investigates a colleague's murder and is subsequently framed as a mole in an assassination attempt on the President due to the machinations of a blackmailer who knows the secret he is hiding. Disgraced, dismissed, and now a fugitive with two relentless federal investigators hot on his heels, Garrison must both clear his name and save the president from assassination.",5.5536,2006-04-19,6.061,838,"['Action', 'Thriller', 'Crime']"
False,"[27, 878]",en,Mimic,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",2.5564,1997-08-22,6.061,1154,"['Horror', 'Science Fiction']"
False,"[18, 10749]",en,My Life Without Me,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,1.3534,2003-03-07,6.061,476,"['Drama', 'Romance']"
False,"[28, 27, 53]",en,Werewolves,"A year after a supermoon’s light activated a dormant gene, transforming humans into bloodthirsty werewolves and causing nearly a billion deaths, the nightmare resurfaces as the supermoon rises again. Two scientists attempt to stop the mutation but fail and must now struggle to reach one of their family homes.",11.5727,2024-12-04,6.06,416,"['Action', 'Horror', 'Thriller']"
False,"[35, 53, 36, 27]",en,Burke & Hare,Two 19th-century opportunists become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist.,1.2942,2010-10-29,6.06,478,"['Comedy', 'Thriller', 'History', 'Horror']"
False,"[18, 10749, 53]",en,Angel Eyes,"A story about a seemingly unlikely couple who cross paths under life-threatening circumstances as though they are destined not only to meet but to save each other's lives. Not once, but twice.",1.2541,2001-05-18,6.1,447,"['Drama', 'Romance', 'Thriller']"
False,"[27, 53]",en,The Wolf of Snow Hollow,"Terror grips a small mountain town as bodies are discovered after each full moon. Losing sleep, raising a teenage daughter, and caring for his ailing father, officer Marshall struggles to remind himself there's no such thing as werewolves.",1.3729,2020-10-23,6.059,448,"['Horror', 'Thriller']"
False,"[10751, 35, 12]",en,Jingle All the Way,"Howard Langston, a salesman for a mattress company, is constantly kept busy at his job, disappointing his son. After he misses his son's karate exposition, Howard vows to make it up to him by buying an action figure of his son's favorite television hero for Christmas. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man. Now, Howard must travel all over town and compete with everybody else to find a Turbo Man action figure.",3.4492,1996-11-21,6.059,2757,"['Family', 'Comedy', 'Adventure']"
False,"[27, 9648, 53]",en,The Wretched,"A rebellious teenage boy, struggling with his parents' imminent divorce, encounters a terrifying evil after his next-door neighbor becomes possessed by an ancient witch that feasts on children.",1.6128,2019-12-15,6.058,640,"['Horror', 'Mystery', 'Thriller']"
False,"[53, 878, 28, 80, 18]",en,Hotel Artemis,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",2.7503,2018-06-07,6.058,1589,"['Thriller', 'Science Fiction', 'Action', 'Crime', 'Drama']"
False,[18],en,Wonderstruck,The story of a young boy in the Midwest is told simultaneously with a tale about a young girl in New York from fifty years ago as they both seek the same mysterious connection.,1.782,2017-10-13,6.1,412,['Drama']
False,"[28, 12, 878]",en,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",9.3816,2017-06-16,6.058,6404,"['Action', 'Adventure', 'Science Fiction']"
False,[35],it,Qualunquemente,"Corrupt and sleazy entrepreneur Cetto La Qualunque comes back to Italy and ""jumps into politics"" lest his law-abiding opponent, Giovanni De Santis, is elected as mayor.",0.5967,2011-01-21,6.058,533,['Comedy']
False,"[28, 18, 9648, 53, 80]",en,Murder at 1600,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.",4.1436,1997-04-18,6.058,548,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']"
False,"[28, 53]",en,Flight Risk,"A U.S. Marshal escorts a government witness to trial after he's accused of getting involved with a mob boss, only to discover that the pilot who is transporting them is also a hitman sent to assassinate the informant. After they subdue him, they're forced to fly together after discovering that there are others attempting to eliminate them.",24.9809,2025-01-22,6.055,842,"['Action', 'Thriller']"
False,"[53, 18, 14]",es,El aviso,Ten-year-old Nico receives a threatening letter and now his life is in danger. No one seems to believe him except one person that he doesn't know.,0.7625,2018-03-10,6.056,378,"['Thriller', 'Drama', 'Fantasy']"
False,"[10749, 35]",it,Mister Felicità,A slacker switches up his cleaning job by pretending to be a mental coach's assistant and consults an injured ice skater who has lost her confidence.,0.3198,2017-01-01,6.1,342,"['Romance', 'Comedy']"
False,"[53, 878, 18, 9648]",en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",3.7076,2014-04-16,6.056,5528,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']"
False,"[28, 18, 27, 878, 53]",en,Carriers,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",3.5834,2009-09-04,6.056,1423,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
False,"[53, 80, 10749]",en,Tequila Sunrise,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap.",1.5122,1988-12-02,6.1,531,"['Thriller', 'Crime', 'Romance']"
False,"[35, 28, 80]",en,Money Talks,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",2.0123,1997-08-22,6.056,396,"['Comedy', 'Action', 'Crime']"
False,"[28, 53]",en,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",2.8293,1996-02-09,6.056,1573,"['Action', 'Thriller']"
False,"[12, 35, 18, 10751]",en,The Wizard,"A boy and his brother run away from home and hitch cross-country, with help from a girl they meet, to compete in the ultimate video-game championship.",1.061,1989-12-15,6.056,321,"['Adventure', 'Comedy', 'Drama', 'Family']"
False,"[10749, 18, 35]",en,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",1.9281,2022-07-01,6.055,608,"['Romance', 'Drama', 'Comedy']"
False,[53],en,The Intruder,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,2.7017,2019-05-03,6.055,590,['Thriller']
False,"[27, 18, 53]",en,Berberian Sound Studio,"In the 1970s, a British sound technician is brought to Italy to work on the sound effects for a gruesome horror film. His nightmarish task slowly takes over his psyche, driving him to confront his own past.",0.7369,2012-08-30,6.055,372,"['Horror', 'Drama', 'Thriller']"
False,"[35, 18, 10749]",en,Meet Bill,A mild-mannered bank executive mentors a teenage con artist and tries to make a career change as a doughnut merchant.,1.8265,2007-09-07,6.055,335,"['Comedy', 'Drama', 'Romance']"
False,"[10751, 35]",en,Sleepover,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",2.5722,2004-07-09,6.055,491,"['Family', 'Comedy']"
False,"[35, 10749]",en,The Truth About Cats & Dogs,A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,1.0009,1996-04-26,6.055,327,"['Comedy', 'Romance']"
False,"[28, 12, 14, 878]",en,Krull,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,2.0213,1983-07-29,6.055,575,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
False,"[53, 27]",en,Kristy,"When a college girl who is alone on campus over the Thanksgiving break is targeted by a group of outcasts, she must conquer her deepest fears to outwit them and fight back.",1.6003,2014-08-07,6.054,426,"['Thriller', 'Horror']"
False,"[18, 10770]",en,Cyberbully,A woman tries to help her teenage daughter when she becomes the victim of online bullying.,0.9404,2011-11-10,6.1,467,"['Drama', 'TV Movie']"
False,"[9648, 53, 10749]",en,All Good Things,"Newly-discovered facts, court records and speculation are used to elaborate the true love story and murder mystery of the most notorious unsolved murder case in New York history.",1.5339,2010-12-03,6.1,934,"['Mystery', 'Thriller', 'Romance']"
False,"[12, 28, 53]",en,Never Say Never Again,"James Bond returns as the secret agent 007 to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge.",3.9019,1983-10-07,6.054,1504,"['Adventure', 'Action', 'Thriller']"
False,"[35, 80, 18]",en,Harlem Nights,"'Sugar' Ray is the owner of an illegal casino and must contend with the pressure of vicious gangsters and corrupt police who want to see him go out of business. In the world of organised crime and police corruption in the 1920s, any dastardly trick is fair.",1.4559,1989-11-17,6.054,322,"['Comedy', 'Crime', 'Drama']"
False,"[14, 28, 12, 80, 9648, 53]",en,The Shadow,"Based on the 1930s comic strip, The Shadow is put up against his archenemy Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""the power to cloud men's minds"", The Shadow comes blazing to the rescue with explosive results.",2.0163,1994-07-01,6.1,536,"['Fantasy', 'Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']"
False,"[16, 28, 878, 53]",en,The Chronicles of Riddick: Dark Fury,"After their narrow escape at the end of ""Pitch Black,""  Riddick, Jack and the Imam find themselves at the mercy of a madwoman who intends to entomb Riddick forever as part of a twisted art exhibit.  With little but a shiv and Riddick's innate viciousness to aid them, Riddick and his allies must find a way to escape from their captor and her band of mercenaries.",0.4214,2004-06-15,6.054,322,"['Animation', 'Action', 'Science Fiction', 'Thriller']"
False,"[878, 27]",en,Crimes of the Future,"With his partner, a celebrity performance artist publicly showcases the metamorphosis of his organs in avant-garde performances. An investigator from the National Organ Registry obsessively tracks their movements, which is when a mysterious group is revealed... Their mission — to use the artist's notoriety to shed light on the next phase of human evolution.",1.7829,2022-05-25,6.05,1157,"['Science Fiction', 'Horror']"
False,"[878, 53, 9648, 27]",en,Vivarium,"A young woman and her fiancé are in search of the perfect starter home. After following a mysterious real estate agent to a new housing development, the couple finds themselves trapped in a maze of identical houses and forced to raise an otherworldly child.",4.5551,2019-09-07,6.053,2253,"['Science Fiction', 'Thriller', 'Mystery', 'Horror']"
False,"[35, 80, 53, 18, 10749]",en,Nurse Betty,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",1.1179,2000-08-30,6.1,408,"['Comedy', 'Crime', 'Thriller', 'Drama', 'Romance']"
False,[35],en,The Distinguished Gentleman,"A Florida con man uses the recent death of the long time Congressman from his district, who he just happens to share a last name with, to get elected to his version of paradise, the U.S. Congress, where the money flows from lobbyists.",1.1874,1992-12-04,6.053,311,['Comedy']
False,"[35, 80, 28]",en,National Lampoon's Loaded Weapon 1,An LA detective is murdered because she has microfilm with the recipe to make cocaine cookies. Two cops partner to find and stop the fiends before they can dope the nation by distributing their wares via the 'Wilderness Girls' cookie drive.,1.7249,1993-02-04,6.053,748,"['Comedy', 'Crime', 'Action']"
False,"[18, 36, 53]",en,Wasp Network,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",1.3977,2020-01-29,6.1,385,"['Drama', 'History', 'Thriller']"
False,[35],en,Mike and Dave Need Wedding Dates,"Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.",2.4994,2016-07-07,6.05,2510,['Comedy']
False,[53],en,Our Kind of Traitor,"A young Oxford academic and his attorney girlfriend holiday in Morocco. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",1.0537,2016-05-05,6.052,572,['Thriller']
False,"[27, 9648, 53]",en,6 Souls,A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished.,1.8281,2010-03-27,6.1,728,"['Horror', 'Mystery', 'Thriller']"
False,"[18, 36, 27]",en,Black Death,"As the plague decimates medieval Europe, rumours circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.",1.5466,2010-06-07,6.1,899,"['Drama', 'History', 'Horror']"
False,"[53, 9648]",en,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",2.3472,2022-03-03,6.051,742,"['Thriller', 'Mystery']"
False,[35],de,Fack ju Göhte 3,A bank robber becomes a teacher after being released from prison and finds himself at the center of a number of crazy adventures.,2.2176,2017-10-26,6.051,465,['Comedy']
False,"[35, 37]",en,A Million Ways to Die in the West,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",3.1569,2014-05-22,6.051,4194,"['Comedy', 'Western']"
False,"[28, 53]",en,Sanctum,"Master diver Frank McGuire has explored the South Pacific's Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank's team—including 17-year-old son Josh and financier Carl Hurley are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.",3.1845,2011-02-03,6.051,1085,"['Action', 'Thriller']"
False,[35],it,Fantozzi alla riscossa,Fantozzi is now retired but continues to go to the office where it is held up as a fine example of employees intending to do career.,0.3396,1990-12-21,6.1,350,['Comedy']
False,"[27, 878, 9648, 53]",en,Color Out of Space,"The Gardner family moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard, melts into the earth, and infects both the land and the properties of space-time with a strange, otherworldly colour. To their horror, the family discovers this alien force is gradually mutating every life form that it touches—including them.",2.3215,2020-01-24,6.05,1542,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']"
False,"[18, 10749]",en,Beach Rats,"On the outskirts of Brooklyn, Frankie, an aimless teenager, suffocates under the oppressive glare cast by his family and a toxic group of delinquent friends. Struggling with his own identity, Frankie begins to scour hookup sites for older men.",1.282,2017-08-25,6.0,545,"['Drama', 'Romance']"
False,"[10751, 35, 18, 10402, 10770]",en,The Cheetah Girls,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",1.5529,2003-08-15,6.0,478,"['Family', 'Comedy', 'Drama', 'Music', 'TV Movie']"
False,"[35, 878]",fr,Le Gendarme et les Extra-terrestres,"The bungling inspector Cruchot finds himself trying to save the residents of St. Tropez from some oil-drinking humanoid aliens. The only way to tell the aliens from the real people, besides their constant thirst for oil-products, is that they sound like empty garbage cans when you touch them. Chaos is ahead.",1.1838,1979-01-31,6.05,633,"['Comedy', 'Science Fiction']"
False,"[28, 80, 18]",en,Antitrust,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,2.0139,2001-01-11,6.05,539,"['Action', 'Crime', 'Drama']"
False,[35],fr,Pourris gâtés,"The billionaire is tired of the whims of his own children and decides to teach them a lesson. He announces to them that he has become bankrupt. Now spoiled teenagers will have to do what they have never done: go to work, learn to love and value life.",2.1781,2021-09-15,6.049,571,['Comedy']
False,"[28, 12, 53]",en,The 355,"A group of top female agents from American, British, Chinese, Colombian, and German government agencies are drawn together to try and stop an organization from acquiring a deadly weapon to send the world into chaos.",3.4106,2022-01-05,6.0,1051,"['Action', 'Adventure', 'Thriller']"
False,[35],en,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,3.7999,1998-11-06,6.049,1893,['Comedy']
False,"[27, 9648]",en,April Fool's Day,"As soon as Muffy St. John and her college friends arrive on her parents' secluded island, someone starts trimming the guest list... one murder at a time.",0.8558,1986-03-27,6.048,357,"['Horror', 'Mystery']"
False,"[14, 18, 53]",en,Dorian Gray,"Seduced into the decadent world of Lord Henry Wotton, handsome young aristocrat Dorian Gray becomes obsessed with maintaining his youthful appearance, and commissions a special portrait that will weather the winds of time while he remains forever young. When Gray's obsession spirals out of control, his desperate attempts to safeguard his secret turn his once-privileged life into a living hell.",2.2166,2009-09-09,6.048,2160,"['Fantasy', 'Drama', 'Thriller']"
False,"[27, 53]",en,Halloween H20: 20 Years Later,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",2.7742,1998-08-05,6.0,1698,"['Horror', 'Thriller']"
False,"[35, 10402]",en,The Rocker,"In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",1.5323,2008-08-20,6.048,600,"['Comedy', 'Music']"
False,"[35, 10751]",it,Benedetta follia,A man dedicated to religion and very faithful husband suddenly finds himself single. The new shop assistant in his shop will overwhelm his life.,0.3501,2018-01-11,6.047,383,"['Comedy', 'Family']"
False,[35],fr,Les Gamins,"Newly engaged, Thomas meets his future father-in-law Gilbert, who has been married for 30 years to Suzanne. Disillusioned Gilbert is convinced that his marriage has meant he's missed out on life. He persuades Thomas not to marry his daughter Lola and encourages him to drop everything else in his life as well. The two men then throw themselves into a new brats' life full of adventure, convinced that freedom is elsewhere. But at what cost do we rediscover our adolescent dreams?",1.0305,2013-04-17,6.047,542,['Comedy']
False,"[878, 53, 27, 9648, 18]",en,Significant Other,"Ruth and Harry decide to take a romantic backpacking trip through the Pacific Northwest, but amongst the beautiful scenery, Ruth makes an unexpected discovery that sets her off on a strange, frightening new path. The couple aren't alone in the woods, and they might not be the same when they come out...if they come out.",1.7875,2022-10-06,6.046,340,"['Science Fiction', 'Thriller', 'Horror', 'Mystery', 'Drama']"
False,[35],fr,Chamboultout,"Beatrice celebrates with her family the release of her book: she tells about the accident of her husband Frederic. He became blind and without filter - always so funny and seductive, he is totally unpredictable. But this book, hymn-to-life, will turn into a joyful fist because if Beatrice changed the names, each of his friends seeks to find his character. The book awakens secret jealousies, while the group of friends and family pitch.",1.12,2019-04-03,6.046,303,['Comedy']
